Nama;Gender;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Rose Jackson;Pria;Orang Tua;Belum;Kosong;2008;Bekasi;UKM_2;Tidak;4;FIKOM
Rose Phillips;Pria;Kos;Belum;Beasiswa;2007;Bekasi;Tidak;Tidak;7;DKV
Rose Poole;Pria;Kos;Belum;Beasiswa;2009;Serang;UKM_4;Ya;6,5;FISIP
Rose Rainford;Pria;Kosong;Belum;Orang Tua;2009;Tangerang;UKM_4;Tidak;6,5;FTI
Rose Rose;Wanita;Orang Tua;Bekerja;Kosong;2009;Karawang;UKM_4;Tidak;4,5;FTI
Rose Wood;Wanita;Kos;Belum;Orang Tua;2009;Karawang;UKM_4;Tidak;5;DKV
Rose York;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Tangerang;UKM_4;Ya;6,5;FIKOM
Rosemary Ballard;Pria;Kosong;Bekerja;Kosong;2008;Serang;UKM_1;Ya;6,5;FT
Rosemary Bradshaw;Pria;Orang Tua;Belum;Kosong;2007;Serang;Tidak;Tidak;5;FTI
Rosemary Crawley;Pria;Kosong;Bekerja;Kosong;2008;Karawang;UKM_4;Tidak;3,5;FISIP
Rosemary Dwyer;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Jakarta;UKM_3;Tidak;7;DKV
Rosemary James;Wanita;Kos;Belum;Orang Tua;2009;Karawang;UKM_2;Ya;6;DKV
Rosemary Jefferson;Wanita;Kos;Bekerja;Kosong;2008;Jakarta;Tidak;Ya;5;FTI
Rosemary Richardson;Pria;Orang Tua;Belum;Kosong;2007;Bekasi;UKM_4;Tidak;6;FT
Rosie Archer;Wanita;Kos;Bekerja;Kosong;2007;Tangerang;Tidak;Ya;4,5;FISIP
Rosie Cobb;Pria;Kosong;Bekerja;Orang Tua;2009;Tangerang;UKM_3;Tidak;5;FIKOM
Rosie Emmett;Pria;Kosong;Bekerja;Orang Tua;2008;Tangerang;UKM_3;Ya;7;FT
Rosie Flanders;Wanita;Kosong;Bekerja;Orang Tua;2007;Tangerang;Tidak;Tidak;4;FISIP
Rosie Forester;Pria;Kosong;Belum;Orang Tua;2009;Bekasi;UKM_4;Tidak;6;FISIP
Rosie Gregory;Pria;Orang Tua;Belum;Kosong;2007;Bekasi;UKM_1;Ya;7;FTI
Rosie Kidd;Wanita;Orang Tua;Belum;Orang Tua;2007;Tangerang;UKM_1;Tidak;7;FTI
Rosie Latham;Wanita;Kos;Belum;Beasiswa;2009;Jakarta;UKM_2;Tidak;5;FISIP
Rosie Thomson;Wanita;Kosong;Belum;Beasiswa;2007;Karawang;UKM_1;Tidak;4,5;FIKOM
Rosie Widdows;Pria;Kosong;Bekerja;Beasiswa;2007;Serang;Tidak;Tidak;6,5;FIKOM
Rowan Cassidy;Pria;Kos;Bekerja;Beasiswa;2007;Karawang;UKM_2;Ya;7;FTI
Rowan Clark;Pria;Orang Tua;Belum;Orang Tua;2007;Serang;UKM_3;Tidak;3,5;FT
Rowan Gilbert;Wanita;Kosong;Bekerja;Beasiswa;2007;Serang;UKM_1;Ya;4;FIKOM
Rowan Griffiths;Wanita;Kosong;Belum;Beasiswa;2009;Bogor;Tidak;Ya;6,5;FT
Rowan Jones;Pria;Kosong;Belum;Beasiswa;2007;Serang;Tidak;Ya;6;FTI
Rowan Powell;Wanita;Kos;Bekerja;Orang Tua;2009;Bekasi;UKM_4;Ya;6,5;FIKOM
Rowan Vernon;Pria;Kos;Bekerja;Orang Tua;2008;Bogor;Tidak;Tidak;7;FTI
Rowan Wood;Pria;Kosong;Belum;Beasiswa;2009;Karawang;UKM_4;Ya;3,5;FIKOM
Ruby Brett;Pria;Kosong;Bekerja;Orang Tua;2009;Jakarta;UKM_1;Ya;4,5;DKV
Ruby Collis;Wanita;Kosong;Bekerja;Kosong;2009;Tangerang;UKM_1;Tidak;4;DKV
Ruby Gray;Wanita;Kosong;Bekerja;Orang Tua;2007;Jakarta;UKM_4;Ya;6;DKV
Ruby King;Pria;Kos;Bekerja;Kosong;2007;Jakarta;UKM_4;Tidak;5,5;DKV
Ruby Knight;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Karawang;Tidak;Ya;3,5;DKV
Ruby Lomax;Wanita;Kos;Belum;Orang Tua;2009;Karawang;UKM_3;Tidak;5;DKV
Ruby Stubbs;Wanita;Kosong;Belum;Kosong;2007;Bekasi;UKM_3;Ya;5,5;FISIP
Ruby Walsh;Pria;Kos;Belum;Kosong;2009;Serang;UKM_3;Ya;6,5;FT
Ruby Yang;Wanita;Kosong;Belum;Beasiswa;2008;Bogor;UKM_4;Ya;3,5;DKV
Ruby Young;Pria;Kos;Belum;Beasiswa;2009;Jakarta;UKM_1;Ya;5;DKV
Rufus Adler;Pria;Kosong;Bekerja;Orang Tua;2008;Serang;Tidak;Tidak;7;FTI
Rufus Ainsworth;Pria;Kosong;Belum;Beasiswa;2009;Bekasi;UKM_4;Tidak;6,5;DKV
Rufus Anderson;Pria;Orang Tua;Belum;Beasiswa;2008;Jakarta;UKM_3;Tidak;6;FIKOM
Rufus Appleton;Wanita;Kos;Belum;Orang Tua;2008;Tangerang;Tidak;Tidak;4,5;FT
Rufus Bailey;Wanita;Kos;Belum;Kosong;2009;Tangerang;UKM_4;Ya;4,5;FT
Rufus Baxter;Pria;Orang Tua;Bekerja;Orang Tua;2007;Serang;UKM_2;Tidak;4;FTI
Rufus Blackburn;Wanita;Orang Tua;Belum;Beasiswa;2009;Serang;UKM_4;Tidak;4,5;DKV
Rufus Booth;Pria;Orang Tua;Belum;Orang Tua;2009;Bekasi;UKM_1;Ya;4,5;DKV
Rufus Burnley;Wanita;Kos;Belum;Kosong;2008;Bogor;UKM_4;Ya;6,5;FTI
Rufus Collingwood;Wanita;Kos;Belum;Orang Tua;2009;Tangerang;UKM_3;Tidak;6;FIKOM
Rufus Corbett;Wanita;Kos;Bekerja;Kosong;2008;Bekasi;UKM_4;Tidak;3,5;FT
Rufus Dallas;Wanita;Kosong;Bekerja;Kosong;2007;Bogor;UKM_3;Ya;5,5;FT
Rufus Devonport;Wanita;Kosong;Bekerja;Beasiswa;2008;Tangerang;UKM_2;Tidak;7;FTI
Rufus Drake;Wanita;Kos;Belum;Beasiswa;2008;Serang;UKM_4;Ya;3,5;FT
Rufus Duvall;Pria;Kos;Bekerja;Beasiswa;2009;Jakarta;UKM_4;Ya;6,5;DKV
Rufus Edwards;Wanita;Orang Tua;Belum;Kosong;2007;Karawang;Tidak;Ya;5,5;FISIP
Rufus Ellery;Wanita;Kosong;Belum;Orang Tua;2009;Tangerang;UKM_1;Ya;6,5;FISIP
Rufus Goldsmith;Pria;Kos;Bekerja;Kosong;2008;Bekasi;UKM_2;Tidak;5,5;FISIP
Rufus Groves;Wanita;Kos;Bekerja;Orang Tua;2008;Serang;UKM_1;Tidak;4,5;FT
Rufus Hill;Wanita;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_2;Ya;4;DKV
Rufus Hobson;Pria;Kosong;Bekerja;Kosong;2009;Karawang;UKM_4;Tidak;5,5;FISIP
Rufus Holt;Wanita;Kosong;Belum;Kosong;2009;Karawang;UKM_1;Ya;6,5;FIKOM
Rufus Jeffery;Wanita;Kosong;Belum;Kosong;2007;Bogor;UKM_3;Tidak;5,5;FISIP
Rufus Jenkin;Pria;Orang Tua;Belum;Beasiswa;2007;Karawang;UKM_2;Ya;6,5;FT
Rufus Kelly;Wanita;Orang Tua;Belum;Orang Tua;2009;Tangerang;UKM_4;Ya;7;FTI
Rufus Lee;Wanita;Kos;Belum;Beasiswa;2008;Bekasi;Tidak;Tidak;6,5;DKV
Rufus Locke;Pria;Orang Tua;Bekerja;Orang Tua;2009;Bekasi;UKM_2;Ya;6;FISIP
Rufus Mccall;Wanita;Orang Tua;Belum;Orang Tua;2009;Jakarta;UKM_2;Tidak;3,5;FTI
Rufus Morris;Pria;Kosong;Bekerja;Orang Tua;2008;Tangerang;UKM_3;Tidak;6,5;FIKOM
Rufus Nelson;Pria;Orang Tua;Belum;Beasiswa;2007;Bekasi;Tidak;Tidak;6;FIKOM
Rufus Newman;Wanita;Orang Tua;Bekerja;Kosong;2007;Serang;UKM_2;Tidak;7;FIKOM
Rufus Oswald;Wanita;Kosong;Bekerja;Kosong;2009;Serang;UKM_2;Tidak;5,5;FIKOM
Rufus Pope;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Serang;Tidak;Tidak;7;FTI
Rufus Powell;Wanita;Orang Tua;Belum;Orang Tua;2007;Tangerang;UKM_2;Ya;6,5;FT
Rufus Power;Pria;Kosong;Bekerja;Orang Tua;2008;Bogor;UKM_3;Ya;7;FIKOM
Rufus Rehman;Wanita;Kosong;Belum;Orang Tua;2007;Bekasi;Tidak;Tidak;4,5;FIKOM
Rufus Rodgers;Wanita;Kosong;Bekerja;Orang Tua;2007;Tangerang;UKM_1;Ya;6;FT
Rufus Rogan;Pria;Kosong;Belum;Orang Tua;2009;Jakarta;UKM_2;Tidak;5;FISIP
Rufus Saunders;Wanita;Orang Tua;Bekerja;Kosong;2007;Jakarta;Tidak;Tidak;3,5;DKV
Rufus Scott;Wanita;Kosong;Bekerja;Kosong;2007;Bogor;UKM_4;Ya;4;DKV
Rufus Sherry;Wanita;Kosong;Bekerja;Beasiswa;2009;Bogor;UKM_2;Tidak;6;FISIP
Rufus Sherwood;Pria;Kos;Bekerja;Beasiswa;2009;Karawang;UKM_4;Tidak;6;FTI
Rufus Swift;Pria;Kosong;Belum;Kosong;2008;Jakarta;UKM_4;Ya;6;FISIP
Rufus Talbot;Wanita;Orang Tua;Belum;Beasiswa;2009;Karawang;Tidak;Ya;3,5;FISIP
Rufus Tate;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bogor;UKM_3;Tidak;6,5;DKV
Rufus Thomas;Wanita;Kos;Belum;Kosong;2009;Jakarta;UKM_4;Tidak;5;FT
Rufus Uttley;Pria;Orang Tua;Bekerja;Kosong;2009;Serang;UKM_4;Tidak;4,5;FIKOM
Rufus Vincent;Pria;Kosong;Bekerja;Orang Tua;2008;Karawang;UKM_2;Ya;5,5;FT
Rufus Watt;Pria;Kos;Bekerja;Orang Tua;2009;Bogor;UKM_3;Tidak;7;FISIP
Rufus Williams;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;UKM_3;Tidak;6,5;FIKOM
Rufus Wilson;Pria;Kosong;Belum;Orang Tua;2009;Tangerang;UKM_2;Tidak;5,5;FTI
Russel Amstead;Wanita;Kos;Bekerja;Beasiswa;2009;Bekasi;UKM_4;Tidak;6;FT
Russel Bailey;Wanita;Kosong;Belum;Beasiswa;2008;Bogor;UKM_1;Tidak;6;FT
Russel Bayliss;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_4;Ya;6,5;DKV
Russel Bennett;Pria;Orang Tua;Belum;Kosong;2008;Tangerang;UKM_4;Ya;6,5;FIKOM
Russel Boden;Wanita;Orang Tua;Belum;Orang Tua;2007;Serang;UKM_3;Tidak;5,5;FTI
Russel Bright;Wanita;Orang Tua;Belum;Orang Tua;2007;Bogor;UKM_2;Ya;5;DKV
Russel Calderwood;Wanita;Kos;Bekerja;Kosong;2008;Karawang;UKM_1;Tidak;4,5;FISIP
Russel Cann;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_1;Tidak;6,5;FISIP
Russel Cassidy;Wanita;Kosong;Belum;Kosong;2009;Jakarta;UKM_1;Tidak;7;FT
Russel Clark;Pria;Kosong;Bekerja;Kosong;2008;Bogor;Tidak;Tidak;3,5;FTI
Russel Clarkson;Pria;Kosong;Bekerja;Kosong;2008;Bekasi;UKM_3;Ya;5;DKV
Russel Cooper;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Serang;UKM_4;Tidak;5;DKV
Russel Cox;Wanita;Orang Tua;Belum;Beasiswa;2007;Tangerang;Tidak;Ya;4,5;DKV
Russel Dale;Pria;Kosong;Belum;Kosong;2008;Karawang;UKM_1;Tidak;3,5;FISIP
Russel Dyson;Wanita;Kosong;Belum;Beasiswa;2008;Karawang;UKM_3;Tidak;5,5;DKV
Russel Fox;Wanita;Kos;Bekerja;Orang Tua;2009;Tangerang;UKM_1;Ya;5,5;FIKOM
Russel Gates;Wanita;Kosong;Belum;Beasiswa;2009;Bekasi;UKM_1;Ya;6;FTI
Russel Gaynor;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Bogor;UKM_3;Ya;4;DKV
Russel Gordon;Pria;Kosong;Belum;Orang Tua;2008;Bogor;Tidak;Tidak;4;FISIP
Russel Jacobs;Wanita;Kos;Belum;Beasiswa;2009;Bogor;Tidak;Tidak;5,5;FISIP
Russel Knight;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;Tidak;Ya;6;FISIP
Russel Lucas;Wanita;Kos;Bekerja;Beasiswa;2007;Jakarta;UKM_4;Tidak;6;DKV
Russel Mould;Wanita;Orang Tua;Belum;Beasiswa;2009;Serang;Tidak;Ya;6,5;DKV
Russel Parker;Pria;Kosong;Belum;Beasiswa;2008;Serang;UKM_1;Tidak;4;FISIP
Russel Phillips;Wanita;Kos;Bekerja;Orang Tua;2009;Jakarta;UKM_3;Ya;4,5;DKV
Russel Preston;Wanita;Kosong;Belum;Kosong;2009;Serang;UKM_3;Tidak;3,5;FT
Russel Ralph;Pria;Orang Tua;Bekerja;Kosong;2009;Jakarta;Tidak;Tidak;3,5;FT
Russel Rees;Wanita;Kosong;Bekerja;Beasiswa;2007;Serang;Tidak;Ya;4,5;FT
Russel Reyes;Pria;Orang Tua;Belum;Kosong;2009;Karawang;UKM_3;Tidak;6;FT
Russel Ring;Pria;Orang Tua;Belum;Kosong;2009;Jakarta;UKM_3;Tidak;4,5;FTI
Russel Rixon;Pria;Kos;Bekerja;Kosong;2009;Bekasi;UKM_2;Ya;7;DKV
Russel Rose;Wanita;Kosong;Bekerja;Kosong;2009;Karawang;UKM_2;Tidak;3,5;DKV
Russel Roth;Pria;Kosong;Belum;Kosong;2009;Serang;UKM_3;Tidak;4;FT
Russel Stevens;Wanita;Kos;Bekerja;Beasiswa;2007;Karawang;Tidak;Tidak;3,5;DKV
Russel Stewart;Wanita;Kos;Belum;Orang Tua;2009;Karawang;UKM_3;Tidak;4,5;FT
Russel Thomas;Wanita;Orang Tua;Belum;Kosong;2009;Bekasi;UKM_4;Ya;6;DKV
Russel Thomson;Pria;Kosong;Bekerja;Beasiswa;2008;Tangerang;UKM_4;Tidak;3,5;FT
Russel Tutton;Wanita;Kos;Belum;Kosong;2008;Bogor;UKM_3;Ya;6,5;DKV
Russel Welsch;Pria;Kos;Belum;Beasiswa;2009;Tangerang;UKM_4;Tidak;4;FT
Russel Wilkinson;Wanita;Kos;Belum;Kosong;2007;Bekasi;UKM_4;Ya;5;FISIP
Russel Wilton;Pria;Kosong;Belum;Orang Tua;2009;Tangerang;UKM_1;Ya;3,5;FISIP
Russel Wren;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Karawang;UKM_2;Tidak;6,5;FISIP
Russel Wright;Wanita;Kos;Bekerja;Beasiswa;2007;Bekasi;Tidak;Ya;4;FT
Ruth Addison;Wanita;Kos;Bekerja;Beasiswa;2007;Bekasi;UKM_2;Tidak;6;FIKOM
Ruth Clifford;Pria;Kos;Bekerja;Kosong;2009;Bogor;UKM_4;Tidak;4;FT
Ruth Hunt;Pria;Orang Tua;Bekerja;Kosong;2008;Bekasi;UKM_4;Ya;6,5;FISIP
Ruth Lee;Pria;Kos;Belum;Orang Tua;2008;Serang;Tidak;Ya;6,5;FTI
Ruth Wills;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Bogor;UKM_3;Tidak;3,5;FIKOM
Ryan Addis;Pria;Kos;Bekerja;Beasiswa;2007;Jakarta;Tidak;Ya;4,5;FT
Ryan Ainsworth;Wanita;Orang Tua;Belum;Orang Tua;2008;Bekasi;UKM_4;Ya;4,5;FIKOM
Ryan Aldridge;Wanita;Orang Tua;Belum;Kosong;2008;Serang;UKM_1;Tidak;6,5;FTI
Ryan Amstead;Pria;Kos;Bekerja;Orang Tua;2007;Bekasi;UKM_4;Ya;6,5;FIKOM
Ryan Blackburn;Pria;Orang Tua;Bekerja;Beasiswa;2007;Bogor;UKM_3;Ya;6;FIKOM
Ryan Boyle;Pria;Kos;Bekerja;Beasiswa;2008;Serang;UKM_4;Ya;4;FTI
Ryan Bradley;Wanita;Kosong;Bekerja;Orang Tua;2008;Jakarta;UKM_1;Tidak;4;FT
Ryan Brown;Pria;Orang Tua;Belum;Beasiswa;2007;Jakarta;UKM_4;Tidak;4;FISIP
Ryan Casey;Wanita;Kosong;Bekerja;Orang Tua;2009;Jakarta;Tidak;Ya;6,5;DKV
Ryan Clark;Pria;Kosong;Belum;Orang Tua;2008;Bekasi;UKM_3;Tidak;5;FIKOM
Ryan Clifford;Pria;Kosong;Belum;Kosong;2008;Bekasi;Tidak;Ya;5,5;FTI
Ryan Collins;Wanita;Orang Tua;Bekerja;Kosong;2008;Bogor;UKM_1;Tidak;6;FISIP
Ryan Collis;Pria;Kos;Belum;Kosong;2009;Bogor;UKM_1;Ya;5,5;FTI
Ryan Dann;Pria;Orang Tua;Bekerja;Kosong;2008;Jakarta;Tidak;Ya;5,5;DKV
Ryan Dillon;Pria;Orang Tua;Belum;Kosong;2007;Bekasi;UKM_2;Ya;7;FISIP
Ryan Driscoll;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Karawang;UKM_4;Ya;5;FTI
Ryan Drummond;Pria;Kos;Bekerja;Beasiswa;2007;Jakarta;UKM_4;Ya;3,5;FT
Ryan Eagle;Wanita;Kosong;Belum;Orang Tua;2009;Jakarta;Tidak;Ya;5;FISIP
Ryan Ebden;Wanita;Kosong;Bekerja;Beasiswa;2009;Karawang;UKM_1;Ya;5;FISIP
Ryan Foxley;Wanita;Kos;Belum;Beasiswa;2008;Bekasi;UKM_2;Tidak;3,5;FISIP
Ryan Gallacher;Pria;Kosong;Belum;Beasiswa;2009;Tangerang;UKM_2;Ya;6,5;DKV
Ryan Grant;Pria;Kos;Belum;Beasiswa;2009;Tangerang;UKM_2;Ya;4,5;DKV
Ryan Graves;Pria;Orang Tua;Belum;Kosong;2009;Karawang;UKM_1;Ya;5,5;FIKOM
Ryan Harrison;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Bogor;UKM_3;Tidak;3,5;FTI
Ryan Holmes;Pria;Kosong;Bekerja;Kosong;2008;Tangerang;UKM_3;Ya;6;FTI
Ryan Holt;Wanita;Kos;Belum;Beasiswa;2008;Tangerang;UKM_3;Tidak;6;DKV
Ryan Hopkins;Wanita;Orang Tua;Belum;Kosong;2007;Bogor;UKM_2;Ya;5,5;FTI
Ryan Irwin;Wanita;Orang Tua;Belum;Beasiswa;2007;Serang;UKM_3;Ya;4,5;FTI
Ryan Jacobs;Wanita;Kosong;Belum;Orang Tua;2007;Jakarta;UKM_4;Tidak;4;FTI
Ryan Jenkin;Pria;Orang Tua;Belum;Orang Tua;2007;Bogor;UKM_3;Tidak;5;FTI
Ryan Kelly;Pria;Kosong;Bekerja;Kosong;2007;Tangerang;Tidak;Tidak;4,5;FTI
Ryan Lane;Wanita;Kosong;Belum;Orang Tua;2008;Tangerang;UKM_4;Ya;4;FT
Ryan Larkin;Wanita;Orang Tua;Belum;Orang Tua;2009;Serang;UKM_1;Tidak;5,5;FT
Ryan Lewis;Pria;Kos;Belum;Orang Tua;2009;Serang;Tidak;Ya;5,5;FIKOM
Ryan London;Wanita;Kosong;Belum;Beasiswa;2008;Tangerang;UKM_1;Ya;7;FT
Ryan Murphy;Pria;Kos;Bekerja;Kosong;2009;Bogor;UKM_3;Tidak;6;FTI
Ryan Murray;Pria;Orang Tua;Belum;Kosong;2008;Serang;UKM_1;Ya;6;FISIP
Ryan Oldfield;Wanita;Orang Tua;Belum;Kosong;2007;Tangerang;Tidak;Tidak;5;FTI
Ryan Overson;Wanita;Kosong;Belum;Beasiswa;2007;Bogor;UKM_2;Tidak;3,5;FISIP
Ryan Patel;Pria;Kos;Bekerja;Kosong;2008;Karawang;Tidak;Ya;6;FTI
Ryan Quinnell;Pria;Kosong;Belum;Orang Tua;2008;Bogor;UKM_1;Ya;6;FIKOM
Ryan Reyes;Wanita;Kos;Belum;Kosong;2009;Serang;UKM_3;Ya;3,5;FIKOM
Ryan Rodwell;Wanita;Orang Tua;Belum;Orang Tua;2008;Serang;Tidak;Ya;4,5;FIKOM
Ryan Ross;Wanita;Kos;Bekerja;Kosong;2009;Karawang;UKM_3;Tidak;6,5;FIKOM
Ryan Rycroft;Wanita;Kosong;Bekerja;Beasiswa;2008;Jakarta;UKM_2;Tidak;6,5;FTI
Ryan Sanchez;Wanita;Kos;Bekerja;Kosong;2008;Karawang;UKM_3;Tidak;4;DKV
Ryan Sheldon;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Bogor;UKM_4;Tidak;5,5;FT
Ryan Speed;Wanita;Kosong;Bekerja;Orang Tua;2008;Tangerang;UKM_2;Tidak;6,5;FTI
Ryan Squire;Pria;Kos;Belum;Orang Tua;2008;Karawang;UKM_3;Ya;6,5;DKV
Ryan Stanton;Pria;Kos;Belum;Orang Tua;2008;Bekasi;Tidak;Tidak;5,5;FTI
Ryan Stone;Pria;Kos;Belum;Orang Tua;2009;Bekasi;UKM_1;Ya;5,5;FT
Ryan Vane;Wanita;Kosong;Bekerja;Beasiswa;2008;Tangerang;UKM_1;Ya;6;FISIP
Ryan Varley;Wanita;Kosong;Bekerja;Beasiswa;2007;Serang;UKM_4;Tidak;5;FIKOM
Ryan Vaughn;Wanita;Kos;Belum;Beasiswa;2007;Bogor;UKM_3;Tidak;3,5;DKV
Ryan Verdon;Pria;Kosong;Belum;Beasiswa;2009;Tangerang;UKM_1;Ya;5,5;FTI
Ryan Vince;Wanita;Kosong;Bekerja;Kosong;2009;Bekasi;UKM_2;Ya;6,5;FT
Ryan Weston;Wanita;Kos;Bekerja;Kosong;2008;Karawang;UKM_3;Tidak;4;DKV
Ryan Wheeler;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bogor;UKM_2;Ya;4,5;FISIP
Ryan Woods;Pria;Orang Tua;Belum;Orang Tua;2009;Karawang;Tidak;Ya;6;FT
Rylee Connell;Wanita;Kos;Belum;Kosong;2009;Bekasi;UKM_2;Ya;5,5;FT
Rylee Duvall;Pria;Orang Tua;Belum;Orang Tua;2007;Bogor;UKM_3;Ya;3,5;FT
Rylee Dwyer;Pria;Kos;Bekerja;Orang Tua;2008;Tangerang;UKM_3;Ya;3,5;DKV
Rylee Hunter;Wanita;Kosong;Bekerja;Kosong;2008;Serang;Tidak;Tidak;4,5;FIKOM
Rylee Martin;Wanita;Orang Tua;Belum;Orang Tua;2008;Bogor;UKM_3;Ya;5,5;FIKOM
Rylee Nobbs;Wanita;Kosong;Bekerja;Beasiswa;2007;Karawang;Tidak;Tidak;6,5;DKV
Rylee Rehman;Pria;Kos;Belum;Orang Tua;2007;Bogor;UKM_4;Ya;6;FISIP
Rylee Rodwell;Pria;Kosong;Bekerja;Kosong;2008;Karawang;Tidak;Tidak;3,5;FTI
Rylee Rogers;Pria;Orang Tua;Bekerja;Beasiswa;2007;Bekasi;UKM_1;Ya;5,5;FIKOM
Rylee Rosenbloom;Wanita;Kosong;Belum;Orang Tua;2009;Bekasi;UKM_3;Tidak;7;FT
Rylee Ross;Pria;Kos;Belum;Orang Tua;2008;Tangerang;UKM_2;Ya;7;FISIP
Rylee Terry;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Serang;UKM_2;Ya;5;FIKOM
Rylee Vince;Pria;Kosong;Belum;Kosong;2009;Jakarta;UKM_3;Tidak;4;FISIP
Sabina Baker;Pria;Orang Tua;Belum;Orang Tua;2007;Serang;UKM_4;Ya;5,5;DKV
Sabina Dixon;Wanita;Orang Tua;Belum;Beasiswa;2007;Bekasi;UKM_1;Tidak;5,5;FT
Sabina Farmer;Wanita;Kosong;Bekerja;Beasiswa;2008;Karawang;Tidak;Tidak;5;FTI
Sabina Gates;Pria;Kosong;Belum;Kosong;2007;Bekasi;UKM_3;Tidak;7;FIKOM
Sabina Harrington;Wanita;Kos;Belum;Beasiswa;2009;Jakarta;UKM_4;Ya;5,5;FTI
Sabina Harris;Pria;Kosong;Belum;Orang Tua;2009;Serang;Tidak;Tidak;5;FTI
Sabina Hepburn;Wanita;Orang Tua;Belum;Beasiswa;2008;Bekasi;Tidak;Ya;6,5;FIKOM
Sabina Hobson;Pria;Orang Tua;Belum;Orang Tua;2007;Tangerang;UKM_1;Tidak;4,5;FTI
Sabina Kelly;Wanita;Kos;Belum;Beasiswa;2009;Bogor;UKM_4;Tidak;5;FT
Sabina Mason;Pria;Kosong;Bekerja;Beasiswa;2009;Bekasi;UKM_2;Tidak;4,5;DKV
Sabina Moss;Wanita;Orang Tua;Belum;Beasiswa;2007;Serang;UKM_3;Ya;3,5;FT
Sabina Nelson;Wanita;Kos;Belum;Orang Tua;2007;Bogor;Tidak;Ya;7;FISIP
Sabina Nurton;Wanita;Orang Tua;Belum;Orang Tua;2009;Karawang;UKM_1;Tidak;6,5;FISIP
Sabina Parsons;Wanita;Kos;Bekerja;Beasiswa;2007;Karawang;UKM_3;Tidak;5,5;FIKOM
Sabina Wade;Wanita;Orang Tua;Belum;Orang Tua;2008;Bogor;UKM_1;Ya;5;FTI
Sabina Weldon;Pria;Kosong;Bekerja;Orang Tua;2007;Bekasi;UKM_2;Ya;4;FIKOM
Sabina Young;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Karawang;UKM_1;Ya;3,5;FISIP
Sabrina Collis;Pria;Kos;Belum;Orang Tua;2008;Karawang;Tidak;Tidak;6;FTI
Sabrina Drake;Wanita;Kosong;Bekerja;Orang Tua;2008;Bogor;UKM_4;Tidak;7;FISIP
Sabrina Duvall;Pria;Orang Tua;Belum;Orang Tua;2008;Karawang;Tidak;Ya;6;FIKOM
Sabrina Funnell;Pria;Kosong;Bekerja;Orang Tua;2009;Jakarta;UKM_1;Ya;5,5;FTI
Sabrina Irwin;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Tangerang;Tidak;Ya;4;FT
Sabrina Knight;Pria;Kosong;Bekerja;Orang Tua;2008;Serang;Tidak;Ya;6,5;DKV
Sabrina Logan;Pria;Kos;Belum;Orang Tua;2009;Serang;UKM_1;Tidak;3,5;FIKOM
Sabrina Malone;Wanita;Kosong;Bekerja;Beasiswa;2007;Karawang;UKM_1;Ya;4,5;FIKOM
Sabrina Quinn;Wanita;Orang Tua;Belum;Kosong;2008;Bogor;UKM_2;Tidak;4;DKV
Sabrina Reid;Wanita;Kosong;Belum;Kosong;2009;Tangerang;UKM_3;Tidak;5;FTI
Sabrina Shea;Wanita;Orang Tua;Bekerja;Kosong;2007;Bogor;UKM_1;Tidak;5,5;FTI
Sabrina Walker;Wanita;Kosong;Bekerja;Beasiswa;2007;Bogor;UKM_4;Ya;5,5;FISIP
Sadie Coates;Pria;Kos;Belum;Kosong;2009;Bekasi;UKM_1;Ya;5,5;FISIP
Sadie Donnelly;Pria;Orang Tua;Bekerja;Orang Tua;2007;Serang;UKM_1;Ya;6;FT
Sadie Dowson;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Karawang;UKM_3;Tidak;5,5;FT
Sadie Edwards;Wanita;Kos;Bekerja;Kosong;2009;Serang;Tidak;Tidak;3,5;DKV
Sadie Graham;Pria;Kos;Bekerja;Kosong;2009;Jakarta;Tidak;Ya;7;FTI
Sadie Jones;Wanita;Kos;Belum;Orang Tua;2008;Bogor;UKM_1;Ya;4,5;FIKOM
